Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
959,589,Escavalier,Cavalry Pokemon,NA,NA,None,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Black,Medium Fast,173,Bug,NA,15,958,With Shelmet
960,59,Arcanine,Legendary Pokemon,NA,NA,None,Fire,None,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NA,NA,70,Red,Slow,194,Field,NA,20,949,Fire Stone
961,590,Foongus,Mushroom Pokemon,NA,NA,None,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NA,NA,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Medium Fast,59,Grass,NA,20,NA,NA
962,591,Amoonguss,Mushroom Pokemon,NA,NA,None,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NA,NA,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Medium Fast,162,Grass,NA,20,961,Level 39
963,592,Frillish,Floating Pokemon,NA,NA,None,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",NA,NA,70,Black,Medium Fast,67,Amorphous,NA,20,NA,NA
964,593,Jellicent,Floating Pokemon,NA,NA,None,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",NA,NA,70,Black,Medium Fast,168,Amorphous,NA,20,963,Level 40
965,594,Alomomola,Caring Pokemon,NA,NA,None,Water,None,Healer,Sometimes heals an ally's status condition.,Hydration,Heals status conditions if it's raining.,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Fast,165,Water 1,Water 2,40,NA,NA
966,595,Joltik,Attaching Pokemon,NA,NA,None,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,64,Bug,NA,20,NA,NA
967,596,Galvantula,EleSpider Pokemon,NA,NA,None,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,165,Bug,NA,20,966,Level 36
968,597,Ferroseed,Thorn Seed Pokemon,NA,NA,None,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,61,Grass,Mineral,20,NA,NA
969,598,Ferrothorn,Thorn Pod Pokemon,NA,NA,None,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,NA,NA,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NA,NA,70,Black,Medium Fast,171,Grass,Mineral,20,968,Level 40
970,599,Klink,Gear Pokemon,NA,NA,None,Steel,None,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,70,Black,Medium Slow,60,Mineral,NA,20,NA,NA
971,60,Poliwag,Tadpole Pokemon,NA,NA,None,Water,None,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Red,Medium Slow,60,Water 1,NA,20,NA,NA
972,600,Klang,Gear Pokemon,NA,NA,None,Steel,None,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,70,Black,Medium Slow,154,Mineral,NA,20,970,Level 38
973,601,Klinklang,Gear Pokemon,NA,NA,None,Steel,None,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,70,Black,Medium Slow,234,Mineral,NA,20,972,Level 49
974,602,Tynamo,EleFish Pokemon,NA,NA,None,Electric,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Black,Slow,55,Amorphous,NA,20,NA,NA
975,603,Eelektrik,EleFish Pokemon,NA,NA,None,Electric,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Black,Slow,142,Amorphous,NA,20,974,Level 39
976,604,Eelektross,EleFish Pokemon,NA,NA,None,Electric,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Black,Slow,232,Amorphous,NA,20,975,Thunder Stone
977,605,Elgyem,Cerebral Pokemon,NA,NA,None,Psychic,None,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Black,Medium Fast,67,Human-Like,NA,20,NA,NA
978,606,Beheeyem,Cerebral Pokemon,NA,NA,None,Psychic,None,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,NA,NA,70,Black,Medium Fast,170,Human-Like,NA,20,977,Level 42
979,607,Litwick,Candle Pokemon,NA,NA,None,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NA,NA,70,Black,Medium Slow,55,Amorphous,NA,20,NA,NA
980,608,Lampent,Lamp Pokemon,NA,NA,None,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NA,NA,70,Black,Medium Slow,130,Amorphous,NA,20,979,Level 41
981,609,Chandelure,Luring Pokemon,NA,NA,None,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",NA,NA,70,Black,Medium Slow,234,Amorphous,NA,20,980,Dusk Stone
982,61,Poliwhirl,Tadpole Pokemon,NA,NA,None,Water,None,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Red,Medium Slow,135,Water 1,NA,20,971,Level 25
983,610,Axew,Tusk Pokemon,NA,NA,None,Dragon,None,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,35,Black,Slow,64,Monster,Dragon,40,NA,NA
984,611,Fraxure,Axe Jaw Pokemon,NA,NA,None,Dragon,None,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,35,Black,Slow,144,Monster,Dragon,40,983,Level 38
985,612,Haxorus,Axe Jaw Pokemon,NA,NA,None,Dragon,None,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,35,Black,Slow,243,Monster,Dragon,40,984,Level 48
986,613,Cubchoo,Chill Pokemon,NA,NA,None,Ice,None,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NA,NA,70,Black,Medium Fast,61,Field,NA,20,NA,NA
987,614,Beartic,Freezing Pokemon,NA,NA,None,Ice,None,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Black,Medium Fast,177,Field,NA,20,986,Level 37
988,615,Cryogonal,Crystallizing Pokemon,NA,NA,None,Ice,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,180,Mineral,NA,25,NA,NA
989,616,Shelmet,Snail Pokemon,NA,NA,None,Bug,None,Hydration,Heals status conditions if it's raining.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Black,Medium Fast,61,Bug,NA,15,NA,NA
990,617,Accelgor,Shell Out Pokemon,NA,NA,None,Bug,None,Hydration,Heals status conditions if it's raining.,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,NA,NA,70,Black,Medium Fast,173,Bug,NA,15,989,With Karrablast
991,618,Stunfisk,Trap Pokemon,NA,NA,None,Ground,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Limber,Its limber body protects the Pokémon from paralysis.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NA,NA,70,Black,Medium Fast,165,Water 1,Amorphous,20,NA,NA
992,619,Mienfoo,Martial Arts Pokemon,NA,NA,None,Fighting,None,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Black,Medium Slow,70,Field,Human-Like,25,NA,NA
993,62,Poliwrath,Tadpole Pokemon,NA,NA,None,Water,Fighting,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Red,Medium Slow,230,Water 1,NA,20,982,Water Stone
994,620,Mienshao,Martial Arts Pokemon,NA,NA,None,Fighting,None,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Black,Medium Slow,179,Field,Human-Like,25,992,Level 50
995,621,Druddigon,Cave Pokemon,NA,NA,None,Dragon,None,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,170,Dragon,Monster,30,NA,NA
996,622,Golett,Automaton Pokemon,NA,NA,None,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,NA,NA,70,Black,Medium Fast,61,Mineral,NA,25,NA,NA
997,623,Golurk,Automaton Pokemon,NA,NA,None,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,NA,NA,70,Black,Medium Fast,169,Mineral,NA,25,996,Level 43
998,624,Pawniard,Sharp Blade Pokemon,NA,NA,None,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,35,Black,Medium Fast,68,Human-Like,NA,20,NA,NA
999,625,Bisharp,Sword Blade Pokemon,NA,NA,None,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,35,Black,Medium Fast,172,Human-Like,NA,20,998,Level 52
1000,626,Bouffalant,Bash Buffalo Pokemon,NA,NA,None,Normal,None,Reckless,Powers up moves that have recoil damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,NA,NA,70,Black,Medium Fast,172,Field,NA,20,NA,NA
1001,627,Rufflet,Eaglet Pokemon,NA,NA,None,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",NA,NA,70,Black,Slow,70,Flying,NA,20,NA,NA
1002,628,Braviary,Valiant Pokemon,NA,NA,None,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Black,Slow,179,Flying,NA,20,1001,Level 54
1003,629,Vullaby,Diapered Pokemon,NA,NA,None,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,35,Black,Slow,74,Flying,NA,20,NA,NA
1004,63,Abra,Psi Pokemon,NA,NA,None,Psychic,None,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,NA,NA,70,Red,Medium Slow,62,Human-Like,NA,20,NA,NA
1005,630,Mandibuzz,Bone Vulture Pokemon,NA,NA,None,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,35,Black,Slow,179,Flying,NA,20,1003,Level 54
1006,631,Heatmor,Anteater Pokemon,NA,NA,None,Fire,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",NA,NA,70,Black,Medium Fast,169,Field,NA,20,NA,NA
1007,632,Durant,Iron Ant Pokemon,NA,NA,None,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Truant,The Pokémon can't use a move if it had used a move on the previous turn.,NA,NA,70,Black,Medium Fast,169,Bug,NA,20,NA,NA
1008,633,Deino,Irate Pokemon,NA,NA,None,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",NA,NA,NA,NA,NA,NA,35,Black,Slow,60,Dragon,NA,40,NA,NA
1009,634,Zweilous,Hostile Pokemon,NA,NA,None,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",NA,NA,NA,NA,NA,NA,35,Black,Slow,147,Dragon,NA,40,1008,Level 50
1010,635,Hydreigon,Brutal Pokemon,NA,NA,None,Dark,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,35,Black,Slow,270,Dragon,NA,40,1009,Level 64
1011,636,Larvesta,Torch Pokemon,NA,NA,None,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Slow,72,Bug,NA,40,NA,NA
1012,637,Volcarona,Sun Pokemon,NA,NA,None,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,NA,NA,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Slow,248,Bug,NA,40,1011,Level 59
1013,638,Cobalion,Iron Will Pokemon,NA,NA,Sub-Legendary,Steel,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NA,NA,NA,NA,NA,NA,35,Black,Slow,261,Undiscovered,NA,80,NA,NA
1014,639,Terrakion,Cavern Pokemon,NA,NA,Sub-Legendary,Rock,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NA,NA,NA,NA,NA,NA,35,Black,Slow,261,Undiscovered,NA,80,NA,NA
1015,64,Kadabra,Psi Pokemon,NA,NA,None,Psychic,None,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,NA,NA,70,Red,Medium Slow,140,Human-Like,NA,20,1004,Level 16
